experiment,model,building_id,n_observations,MAE,RMSE,R2,NMAE
seen,seasonal_naive,Cockatoo_education_Claudine,3143,2.7457445116131085,4.166064685669171,0.3048324240126057,0.07055739514348786
seen,seasonal_naive,Cockatoo_education_Jack,3143,1.5821375437480112,2.483711168790475,0.25078832022963415,0.2213811697324033
seen,seasonal_naive,Cockatoo_education_June,3146,6.657705562619199,9.845113833489396,0.6211962465931736,0.0653421169490482
seen,seasonal_naive,Cockatoo_education_Victoria,2998,0.7008561707805203,1.103866431799081,0.13437628278618863,0.15637695688253309
seen,seasonal_naive,Eagle_assembly_Ian,3338,108.70940683043739,170.50247701269782,-0.21797284061347155,0.22563902307988387
seen,seasonal_naive,Eagle_education_Eileen,3036,4.638859716732543,6.551974516847344,0.47626982598635037,0.09808661006673604
seen,seasonal_naive,Eagle_education_Shanna,3321,28.850948509485097,43.318578545638985,-0.004646554951992954,0.09660578098091961
seen,seasonal_naive,Eagle_health_Margo,2971,4.021080780881857,6.330826764858143,0.32898498839785273,0.06912719191045663
seen,seasonal_naive,Eagle_office_Patrice,3325,12.702526315789472,21.103903426845566,0.3364496851557469,0.14565504750284594
seen,seasonal_naive,Eagle_office_Sonya,3325,14.288721804511278,19.199467411159624,0.7028699665076918,0.08194247296898742
seen,seasonal_naive,Fox_education_Claire,3494,9.786960503720664,17.57660915564825,0.39520593386327685,0.15394138389160855
seen,seasonal_naive,Fox_education_Gloria,3472,15.738775921658988,30.158297623111842,0.31419180450765594,0.024181699504307964
seen,seasonal_naive,Fox_education_Henrietta,3482,12.000040206777713,17.681061632055094,0.46488026480656774,0.20757276398523267
seen,seasonal_naive,Fox_education_Lilly,3469,18.39315652925915,31.645128037498235,0.47809914500967254,0.09966221983860138
seen,seasonal_naive,Fox_education_Shawanda,3483,2.3910536893482632,5.015238335443066,0.5290218045609038,0.24862455573650347
seen,seasonal_naive,Fox_education_Virgil,3488,4.261393348623852,6.871520195239041,0.38833849335028625,0.0480720581190482
